id,location_name,emerging,cost_class,country_id,modified_by,state_id,created_by,created_on,modified_on,talent_flag,latitude,longitude
5657,"Show Low, Arizona Area, United States",No,High Cost,20.0,iris1,330.0,saraswathis,2021-01-08 11:44:02.962292,2021-01-08 11:44:02.962395,False,34.2542084,-110.0298327
5658,"Steamboat Springs, Colorado Area, United States",No,High Cost,20.0,iris1,312.0,saraswathis,2021-01-08 11:44:03.140461,2021-01-08 11:44:03.140563,False,40.4849769,-106.8317158
5659,"Sulphur Springs, Texas Area, United States",No,High Cost,20.0,iris1,300.0,saraswathis,2021-01-08 11:44:03.306079,2021-01-08 11:44:03.306178,False,33.1384479,-95.6010668
2186,"Toledo Area, Brazil",Yes,Low Cost,3.0,saraswathis,18.0,parvathavarthini,2020-06-12 07:22:21.625335,2021-01-08 11:44:03.449333,False,-24.7254277,-53.7420329
10829,"Coronie, Suriname",Yes,Low Cost,140.0,iris1,5912.0,saraswathis,2021-06-16 12:28:57.252281,2021-06-16 12:28:57.252321,False,5.6943271,-56.2929381
5661,"Caras Severin County, Romania",Yes,Low Cost,16.0,iris1,2439.0,Yuvraj,2021-01-08 12:31:56.511802,2021-01-08 12:31:56.511867,False,45.1139646,22.0740993
5671,"Mossoro Area, Brazil",Yes,Low Cost,3.0,iris1,28.0,saraswathis,2021-01-11 10:22:35.463581,2021-01-11 10:22:35.463641,False,-5.1841285,-37.3477805
5672,"Jacarezinho Area, Brazil",Yes,Low Cost,3.0,iris1,18.0,saraswathis,2021-01-11 10:22:35.574161,2021-01-11 10:22:35.574218,False,-23.157939,-49.9777202
5673,"Suceava County, Romania",Yes,Low Cost,16.0,iris1,2472.0,saraswathis,2021-01-11 10:22:36.252961,2021-01-11 10:22:36.253018,False,47.55055480000001,25.741062
5674,"Akwa Ibom, Nigeria",Yes,Low Cost,53.0,iris1,2473.0,saraswathis,2021-01-11 10:22:36.495882,2021-01-11 10:22:36.495939,False,4.929986899999999,7.872159999999999
5704,"Dubbo, Australia",No,High Cost,89.0,iris1,4.0,saraswathis,2021-01-11 11:51:24.025756,2021-01-11 11:51:24.025830,False,-32.2315018,148.6329645
5705,"Port Macquarie, Australia",No,High Cost,89.0,iris1,4.0,saraswathis,2021-01-11 11:51:24.119252,2021-01-11 11:51:24.119309,False,-31.433333,152.9
5706,"Tamworth, Australia",No,High Cost,89.0,iris1,4.0,saraswathis,2021-01-11 11:51:24.309999,2021-01-11 11:51:24.310056,False,-31.092748,150.9320334
5707,"Campina Grande Area, Brazil",Yes,Low Cost,3.0,iris1,2340.0,saraswathis,2021-01-11 11:51:24.572499,2021-01-11 11:51:24.572568,False,-7.2290752,-35.8808337
5737,"Hafar al Batin, Saudi Arabia",No,High Cost,76.0,iris1,827.0,Yuvraj,2021-01-12 03:56:32.664716,2021-01-12 03:56:32.664829,False,28.3595215,45.9420118
5770,"Mordovia, Russia",Yes,Low Cost,58.0,iris1,2505.0,Yuvraj,2021-01-13 04:47:10.583917,2021-01-13 04:47:10.583973,False,54.2369441,44.068397
5771,"Bashkortostan, Russia",Yes,Low Cost,58.0,iris1,2506.0,Yuvraj,2021-01-13 04:47:10.743682,2021-01-13 04:47:10.743737,False,56.24397370000001,56.25425929999999
5772,"Karelia, Russia",Yes,Low Cost,58.0,iris1,2507.0,Yuvraj,2021-01-13 04:47:10.872340,2021-01-13 04:47:10.872400,False,63.15587019999999,32.9905552
5803,"Vladimir, Russia",Yes,Low Cost,58.0,iris1,2538.0,Yuvraj,2021-01-18 04:19:51.897629,2021-01-18 04:19:51.897697,False,56.1445956,40.4178687
5804,"Orel, Russia",Yes,Low Cost,58.0,iris1,2539.0,Yuvraj,2021-01-18 04:19:52.151137,2021-01-18 04:19:52.151210,False,52.9668468,36.06248980000001
5805,"Izhevsk, Russia",Yes,Low Cost,58.0,iris1,2540.0,Yuvraj,2021-01-18 04:19:52.272232,2021-01-18 04:19:52.272339,False,56.86186009999999,53.2324284
5806,"Pskov, Russia",Yes,Low Cost,58.0,iris1,2541.0,Yuvraj,2021-01-18 04:19:52.396181,2021-01-18 04:19:52.396242,False,57.8166994,28.3344735
5807,"Tula, Russia",Yes,Low Cost,58.0,iris1,2542.0,Yuvraj,2021-01-18 04:19:52.698675,2021-01-18 04:19:52.698739,False,54.204836,37.6184915
5836,"Victoria, Seychelles",Yes,Low Cost,409.0,iris1,2571.0,tamilmani,2021-01-18 13:09:56.283486,2021-01-18 13:09:56.283605,False,-4.619143,55.4513149
5869,"Stavropol, Russia",Yes,Low Cost,58.0,iris1,2604.0,Yuvraj,2021-01-19 04:37:40.608262,2021-01-19 04:37:40.608342,False,45.0361151,41.958011
10830,"Sipaliwini, Suriname",Yes,Low Cost,140.0,iris1,5913.0,saraswathis,2021-06-16 12:28:57.474215,2021-06-16 12:28:57.474256,False,3.6567382,-56.2035387
5871,"Buryatia, Russia",Yes,Low Cost,58.0,iris1,2606.0,Yuvraj,2021-01-19 04:37:40.905593,2021-01-19 04:37:40.905670,False,54.83311459999999,112.406053
5872,"Dagestan, Russia",Yes,Low Cost,58.0,iris1,2607.0,Yuvraj,2021-01-19 04:37:41.048879,2021-01-19 04:37:41.048964,False,42.14318859999999,47.0949799
3480,"Doetinchem Area, Netherlands",No,High Cost,13.0,saraswathis,217.0,saraswathis,2020-10-19 11:37:55.655921,2021-01-20 12:41:54.760694,False,51.96469949999999,6.2937736
5903,"Taitung City, Taiwan",Yes,Low Cost,67.0,iris1,2637.0,saraswathis,2021-01-21 08:17:32.316657,2021-01-21 08:17:32.316725,False,22.7613207,121.1438152
5904,"Makung, Taiwan",Yes,Low Cost,67.0,iris1,2638.0,saraswathis,2021-01-21 08:17:32.415011,2021-01-21 08:17:32.415155,False,23.5706269,119.5774616
5905,"Amathole, Eastern Cape, South Africa",No,High Cost,63.0,iris1,853.0,saraswathis,2021-01-21 08:17:33.095308,2021-01-21 08:17:33.095375,False,-32.5841968,27.3616476
5906,"Limpopo, South Africa",No,High Cost,63.0,iris1,854.0,saraswathis,2021-01-21 08:17:33.187511,2021-01-21 08:17:33.187579,False,-23.4012946,29.4179324
5907,"Thulamela, Limpopo,  South Africa",No,High Cost,63.0,iris1,854.0,saraswathis,2021-01-21 08:17:33.279261,2021-01-21 08:17:33.279330,False,-22.8921825,30.6199895
5908,"Kimberley, Northern Cape, South Africa",No,High Cost,63.0,iris1,856.0,saraswathis,2021-01-21 08:17:33.370892,2021-01-21 08:17:33.370960,False,-28.7282384,24.7499112
5909,"Altai Krai, Russia",Yes,Low Cost,58.0,iris1,2639.0,saraswathis,2021-01-21 08:17:33.484455,2021-01-21 08:17:33.484517,False,51.7936298,82.6758596
5012,"Thessalia, Greece",Yes,Low Cost,35.0,saraswathis,1945.0,tamilmani,2020-12-18 02:27:48.354237,2021-01-22 11:36:40.414226,False,39.6102887,22.047637
5902,"New Taipei City, Taiwan",Yes,Low Cost,67.0,Yuvraj,893.0,saraswathis,2021-01-21 08:17:30.890700,2021-01-21 08:32:25.406942,False,25.0169826,121.4627868
5935,"Corfu, Greece",Yes,Low Cost,35.0,iris1,2670.0,saraswathis,2021-01-22 11:36:40.713912,2021-01-22 11:36:40.713987,False,39.6242621,19.9216777
5968,"Thai Nguyen, Vietnam",Yes,Low Cost,74.0,iris1,2703.0,tamilmani,2021-01-27 07:40:18.693427,2021-01-27 07:40:18.693495,False,21.5671559,105.8252038
6001,"West Sumatra, Indonesia",Yes,Low Cost,40.0,iris1,2736.0,saraswathis,2021-01-28 06:26:07.486664,2021-01-28 06:26:07.486732,False,-0.7399397,100.8000051
3699,"Jelgava, Latvia",Yes,Low Cost,45.0,Yuvraj,1259.0,tamilmani,2020-10-27 12:44:19.158152,2021-01-29 04:42:28.849381,False,56.6511091,23.7213541
10831,"Brokopondo, Suriname",Yes,Low Cost,140.0,iris1,5914.0,saraswathis,2021-06-16 12:28:57.528395,2021-06-16 12:28:57.528434,False,5.0252271,-54.99285330000001
10832,"Lubombo, Eswatini",Yes,Low Cost,131.0,iris1,5915.0,saraswathis,2021-06-16 12:28:57.686024,2021-06-16 12:28:57.686063,False,-26.7851773,31.8107079
183,"Passau Area, Germany",No,High Cost,9.0,Vigneshwarans,123.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:24.329026,False,48.5667364,13.4319466
6232,"Kostroma, Russia",Yes,Low Cost,58.0,iris1,2934.0,saraswathis,2021-02-05 12:38:12.937864,2021-02-05 12:38:12.937961,False,57.77748159999999,40.9698928
6067,"Kherson, Ukraine",Yes,Low Cost,71.0,iris1,2802.0,saraswathis,2021-01-29 05:41:25.058719,2021-01-29 05:41:25.058832,False,46.635417,32.616867
6068,"Volyn, Ukraine",Yes,Low Cost,71.0,iris1,2803.0,saraswathis,2021-01-29 05:41:25.196898,2021-01-29 05:41:25.196994,False,50.74723299999999,25.325383
6069,"Ternopil, Ukraine",Yes,Low Cost,71.0,iris1,2804.0,saraswathis,2021-01-29 05:41:25.316405,2021-01-29 05:41:25.316504,False,49.553517,25.594767
6070,"Luhansk, Ukraine",Yes,Low Cost,71.0,iris1,2805.0,saraswathis,2021-01-29 05:41:25.427818,2021-01-29 05:41:25.427949,False,48.574041,39.307815
6265,"Can Tho, Vietnam",Yes,Low Cost,74.0,iris1,2967.0,tamilmani,2021-02-08 12:18:07.443249,2021-02-08 12:18:07.443310,False,10.0451618,105.7468535
6266,"Quang Nam, Vietnam",Yes,Low Cost,74.0,iris1,2968.0,tamilmani,2021-02-08 12:18:07.570463,2021-02-08 12:18:07.570531,False,15.5393538,108.019102
6100,"Gorontalo, Indonesia",Yes,Low Cost,40.0,iris1,2835.0,Yuvraj,2021-02-01 06:14:00.354856,2021-02-01 06:14:00.354922,False,0.5435441999999999,123.0567693
6315,"Comarca Embera, Panama",Yes,Low Cost,117.0,iris1,3017.0,tamilmani,2021-02-08 15:59:34.459708,2021-02-08 15:59:34.459769,False,8.3766983,-77.6536125
6207,"Marrakesh-Safi, Morocco",Yes,Low Cost,51.0,tamilmani,2909.0,tamilmani,2021-02-04 14:51:46.554461,2021-02-08 15:59:32.186462,False,31.7330833,-8.1338558
6133,"Sulmona Area, Italy",No,High Cost,11.0,iris1,178.0,saraswathis,2021-02-02 06:59:35.346873,2021-02-02 06:59:35.346943,False,42.0481782,13.9289304
6166,"Istria, Croatia",Yes,Low Cost,30.0,iris1,2868.0,saraswathis,2021-02-03 12:46:05.372850,2021-02-03 12:46:05.372919,False,45.2745018,13.8901858
8109,"Parnu, Estonia",Yes,Low Cost,34.0,iris1,4315.0,saraswathis,2021-04-20 05:52:23.758038,2021-04-20 05:52:23.758104,False,58.3916898,24.4952894
6206,"Tanger-Tetouan-Al Hoceima, Morocco",Yes,Low Cost,51.0,tamilmani,2908.0,tamilmani,2021-02-04 14:51:46.337336,2021-02-08 15:59:33.757654,False,35.2629558,-5.5617279
6204,"Casablanca-Settat, Morocco",Yes,Low Cost,51.0,tamilmani,2906.0,tamilmani,2021-02-04 14:51:45.394141,2021-02-08 15:59:34.623374,False,33.2160872,-7.4381355
6310,"Limon, Costa Rica",Yes,Low Cost,29.0,tamilmani,3012.0,tamilmani,2021-02-08 15:59:29.100361,2021-02-08 15:59:31.428280,False,9.9913106,-83.04150779999999
6202,"Cartago, Costa Rica",Yes,Low Cost,29.0,iris1,2904.0,tamilmani,2021-02-04 14:51:45.185378,2021-02-04 14:51:45.185473,False,9.8638091,-83.91619349999999
6205,"Rabat-Sale-Kenitra, Morocco",Yes,Low Cost,51.0,tamilmani,2907.0,tamilmani,2021-02-04 14:51:46.239588,2021-02-08 15:59:33.427578,False,34.1727659,-6.2375947
6301,"Beni Mellal-Khenifra, Morocco",Yes,Low Cost,51.0,tamilmani,3003.0,tamilmani,2021-02-08 15:59:22.383600,2021-02-08 15:59:31.851277,False,32.5719184,-6.0679194
6200,"San Jose, Costa Rica",Yes,Low Cost,29.0,tamilmani,2902.0,tamilmani,2021-02-04 14:51:44.856713,2021-02-08 15:59:32.785450,False,9.9280694,-84.0907246
6316,"Herrera, Panama",Yes,Low Cost,117.0,iris1,3010.0,tamilmani,2021-02-08 16:04:09.846175,2021-02-08 16:04:09.846243,False,7.7704282,-80.7214417
6307,"Ngabe-Bugle Comarca, Panama",Yes,Low Cost,117.0,iris1,3009.0,tamilmani,2021-02-08 15:59:25.585301,2021-02-08 15:59:25.585364,False,8.6595833,-81.77870209999999
6302,"Bocas del Toro, Panama",Yes,Low Cost,117.0,iris1,3004.0,tamilmani,2021-02-08 15:59:22.874441,2021-02-08 15:59:22.874505,False,9.416552099999999,-82.5207787
6306,"Cocle, Panama",Yes,Low Cost,117.0,tamilmani,3008.0,tamilmani,2021-02-08 15:59:24.709953,2021-02-08 15:59:32.276272,False,8.6266068,-80.365865
6201,"Alajuela, Costa Rica",Yes,Low Cost,29.0,tamilmani,2903.0,tamilmani,2021-02-04 14:51:45.064469,2021-02-08 15:59:34.543015,False,10.0159394,-84.21417009999999
6298,"Souss-Massa, Morocco",Yes,Low Cost,51.0,tamilmani,3000.0,tamilmani,2021-02-08 15:59:21.316469,2021-02-08 15:59:33.600715,False,30.2750611,-8.1338558
6211,"Panama Oeste, Panama",Yes,Low Cost,117.0,tamilmani,2912.0,tamilmani,2021-02-04 14:51:48.825869,2021-02-08 15:59:30.516342,False,8.791318,-80.0087746
6365,"Son La, Vietnam",Yes,Low Cost,74.0,iris1,3033.0,saraswathis,2021-02-10 07:39:45.466322,2021-02-10 07:39:45.466387,False,21.1022284,103.7289167
6312,"Darien, Panama",Yes,Low Cost,117.0,iris1,3014.0,tamilmani,2021-02-08 15:59:30.603834,2021-02-08 15:59:30.603893,False,7.868171299999999,-77.8367282
6309,"Guna Yala Comarca, Panama",Yes,Low Cost,117.0,iris1,3011.0,tamilmani,2021-02-08 15:59:28.262317,2021-02-08 15:59:28.262376,False,9.234439499999999,-78.19262499999999
6199,"Heredia, Costa Rica",Yes,Low Cost,29.0,tamilmani,2901.0,tamilmani,2021-02-04 14:51:44.709448,2021-02-08 15:59:23.206427,False,9.9981413,-84.1197643
6300,"Oriental, Morocco",Yes,Low Cost,51.0,tamilmani,3002.0,tamilmani,2021-02-08 15:59:21.705780,2021-02-08 15:59:33.096700,False,33.4198879,-2.1450245
6303,"Chiriqui, Panama",Yes,Low Cost,117.0,tamilmani,3005.0,tamilmani,2021-02-08 15:59:23.787713,2021-02-08 15:59:28.344032,False,8.584897999999999,-82.38857829999999
6210,"Colon, Panama",Yes,Low Cost,117.0,tamilmani,2911.0,tamilmani,2021-02-04 14:51:47.356205,2021-02-08 15:59:26.583341,False,9.359302,-79.89986080000001
6366,"Tra Vinh, Vietnam",Yes,Low Cost,74.0,iris1,3034.0,saraswathis,2021-02-10 07:39:45.554499,2021-02-10 07:39:45.554560,False,9.812740999999999,106.2992912
6314,"Puntarenas, Costa Rica",Yes,Low Cost,29.0,tamilmani,3016.0,tamilmani,2021-02-08 15:59:32.379244,2021-02-08 15:59:32.862403,False,9.9778439,-84.82942109999999
6209,"Panama City, Panama",Yes,Low Cost,117.0,tamilmani,446.0,tamilmani,2021-02-04 14:51:47.251813,2021-02-08 15:59:32.701461,False,8.9823792,-79.51986959999999
6304,"Los Santos, Panama",Yes,Low Cost,117.0,tamilmani,3006.0,tamilmani,2021-02-08 15:59:24.285869,2021-02-08 15:59:30.684993,False,7.5909302,-80.365865
6313,"Laayoune-Sakia El Hamra, Morocco",Yes,Low Cost,51.0,iris1,3015.0,tamilmani,2021-02-08 15:59:31.347972,2021-02-08 15:59:31.348048,False,27.8683194,-11.9804613
6331,"Pretoria, South Africa",No,High Cost,63.0,iris1,850.0,saraswathis,2021-02-09 08:04:02.434053,2021-02-09 08:04:02.434122,False,-25.7478676,28.2292712
6364,"Devbhumi Dwarka Area, India",Yes,Low Cost,10.0,iris1,140.0,saraswathis,2021-02-10 07:39:45.355937,2021-02-10 07:39:45.356006,False,22.1232327,69.3831079
6203,"Guanacaste, Costa Rica",Yes,Low Cost,29.0,tamilmani,2905.0,tamilmani,2021-02-04 14:51:45.292545,2021-02-08 15:59:31.672374,False,10.6267399,-85.44367059999999
6305,"Veraguas, Panama",Yes,Low Cost,117.0,tamilmani,3007.0,tamilmani,2021-02-08 15:59:24.541685,2021-02-08 15:59:32.941120,False,8.1231033,-81.0754657
6311,"Guelmim-Oued Noun, Morocco",Yes,Low Cost,51.0,tamilmani,3013.0,tamilmani,2021-02-08 15:59:29.859093,2021-02-08 15:59:33.174927,False,28.4844281,-10.0807298
6208,"Fes-Meknes, Morocco",Yes,Low Cost,51.0,tamilmani,2910.0,tamilmani,2021-02-04 14:51:46.670742,2021-02-08 15:59:33.678975,False,34.062529,-4.7277528
1870,"Papua, Indonesia",Yes,Low Cost,40.0,Yuvraj,692.0,tamilmani,2020-04-13 05:41:40.098113,2021-12-24 06:59:44.009162,False,-4.269928,138.0803529
6299,"Draa-Tafilalet, Morocco",Yes,Low Cost,51.0,tamilmani,3001.0,tamilmani,2021-02-08 15:59:21.524593,2021-02-08 15:59:33.837928,False,31.1499538,-5.393955099999999
6367,"Thu Dau Mot, Vietnam",Yes,Low Cost,74.0,iris1,926.0,saraswathis,2021-02-10 07:39:45.639228,2021-02-10 07:39:45.639293,False,10.9929842,106.6557073
6368,"Th? Xuan, Vietnam",Yes,Low Cost,74.0,iris1,3035.0,saraswathis,2021-02-10 07:39:46.370313,2021-02-10 07:39:46.370377,False,39.767424,-84.126702
6397,"The Hague, Netherlands",No,High Cost,13.0,Yuvraj,7.0,Yuvraj,2021-02-12 13:51:07.906861,2021-02-12 13:51:08.056695,False,52.0704978,4.3006999
6398,"Greater Graz, Austria ",No,High Cost,24.0,iris1,647.0,Yuvraj,2021-02-12 13:51:08.298738,2021-02-12 13:51:08.298815,False,47.070714,15.439504
8110,"Voru, Estonia",Yes,Low Cost,34.0,iris1,4316.0,saraswathis,2021-04-20 05:52:24.357971,2021-04-20 05:52:24.358037,False,57.84250170000001,27.0059658
6463,"Jhelum, Pakistan",Yes,Low Cost,55.0,iris1,593.0,saraswathis,2021-02-15 13:15:56.055044,2021-02-15 13:15:56.055110,False,32.9424591,73.7257496
6496,"Hastings, United Kingdom",No,High Cost,19.0,iris1,8.0,saraswathis,2021-02-16 12:02:00.472236,2021-02-16 12:02:00.472304,False,50.854259,0.573453
1436,"Boras, Sweden",No,High Cost,18.0,saraswathis,271.0,,2019-06-07 19:36:30.206033,2021-02-16 12:15:50.734785,False,57.72103500000001,12.939819
6529,"Ludington, Michigan Area, United states",No,High Cost,20.0,iris1,320.0,saraswathis,2021-02-17 11:59:13.070696,2021-02-17 11:59:13.070765,False,43.9552825,-86.4525831
6531,"Chilpancingo Area, Mexico",Yes,Low Cost,12.0,iris1,1878.0,saraswathis,2021-02-17 11:59:13.596328,2021-02-17 11:59:13.596396,False,17.5515346,-99.5006322
8111,"Jarva, Estonia",Yes,Low Cost,34.0,iris1,4317.0,saraswathis,2021-04-20 05:52:25.122539,2021-04-20 05:52:25.122615,False,58.8866713,25.5000624
6533,"Guasave Area, Mexico",Yes,Low Cost,12.0,iris1,541.0,saraswathis,2021-02-17 11:59:13.994644,2021-02-17 11:59:13.994710,False,25.5666987,-108.4673051
6535,"Acapulco Area, Mexico",Yes,Low Cost,12.0,iris1,1878.0,saraswathis,2021-02-17 11:59:15.540819,2021-02-17 11:59:15.540886,False,16.8531086,-99.8236533
6534,"Chalco de Diaz Covarrubias Area, Mexico",Yes,Low Cost,12.0,saraswathis,196.0,saraswathis,2021-02-17 11:59:14.874652,2021-03-11 12:05:04.044881,False,19.26244,-98.8969427
6536,"Mazandaran, Iran",No,High Cost,95.0,saraswathis,3134.0,saraswathis,2021-02-17 11:59:15.746693,2021-02-17 11:59:15.908353,False,36.2262393,52.5318604
6540,"Gilan, Iran",No,High Cost,95.0,iris1,3138.0,saraswathis,2021-02-17 11:59:16.635058,2021-02-17 11:59:16.635125,False,37.2809455,49.5924134
1611,"District Zdar nad Sazavou, Czech Republic",Yes,Low Cost,6.0,saraswathis,85.0,harini,2019-10-17 11:56:15.885258,2021-02-18 05:24:45.611143,False,49.4802476,16.0131795
6562,"Poprad, Slovakia",Yes,Low Cost,61.0,iris1,841.0,saraswathis,2021-02-18 06:04:04.542687,2021-02-18 06:04:04.542760,False,49.0511221,20.295414
6595,"Medimurje, Croatia",Yes,Low Cost,30.0,iris1,3165.0,saraswathis,2021-02-18 06:50:21.421132,2021-02-18 06:50:21.421208,False,46.3766644,16.4213298
6628,"Silguri Area, India",Yes,Low Cost,10.0,iris1,2.0,saraswathis,2021-02-22 11:55:13.530592,2021-02-22 11:55:13.530661,False,26.7271012,88.39528609999999
6662,"Comalcalco Area, Mexico",Yes,Low Cost,12.0,iris1,205.0,Yuvraj,2021-02-24 04:55:36.526781,2021-02-24 04:55:36.526847,False,18.261156,-93.2216864
8112,"Laane-Viru, Estonia",Yes,Low Cost,34.0,iris1,4318.0,saraswathis,2021-04-20 05:52:25.717817,2021-04-20 05:52:25.717887,False,59.30188159999999,26.3280312
6664,"Emiliano Zapata Area, Mexico",Yes,Low Cost,12.0,iris1,208.0,Yuvraj,2021-02-24 04:55:38.336406,2021-02-24 04:55:38.336478,False,26.3236111,-104.3511111
6665,"Escuinapa de Hidalgo Area, Mexico",Yes,Low Cost,12.0,iris1,541.0,Yuvraj,2021-02-24 04:55:39.145828,2021-02-24 04:55:39.145902,False,22.8317744,-105.7791327
6667,"Mazatlan Area, Mexico",Yes,Low Cost,12.0,iris1,541.0,Yuvraj,2021-02-24 04:55:40.683125,2021-02-24 04:55:40.683194,False,23.2494148,-106.4111425
6695,"Khulna, Bangladesh",Yes,Low Cost,85.0,Yuvraj,3232.0,Yuvraj,2021-02-24 05:47:34.121592,2021-02-25 04:20:35.181363,False,22.845641,89.5403279
6541,"Gorgan, Iran",No,High Cost,95.0,Yuvraj,3139.0,saraswathis,2021-02-17 11:59:16.805516,2021-03-10 06:26:32.622624,False,36.8456427,54.4393363
6668,"Parras de la Fuente Area, Mexico",Yes,Low Cost,12.0,iris1,197.0,Yuvraj,2021-02-24 04:55:41.724692,2021-02-24 04:55:41.724764,False,25.4492883,-102.1747077
6694,"Sylhet, Bangladesh",Yes,Low Cost,85.0,iris1,3231.0,Yuvraj,2021-02-24 05:47:33.999700,2021-02-24 05:47:33.999766,False,24.8949294,91.8687063
6670,"Tlaxcala Area, Mexico",Yes,Low Cost,12.0,saraswathis,3202.0,Yuvraj,2021-02-24 04:55:42.598684,2021-02-25 11:48:36.624999,False,19.318154,-98.2374954
6697,"Barisal, Bangladesh",Yes,Low Cost,85.0,Yuvraj,3234.0,Yuvraj,2021-02-24 05:47:34.390334,2021-02-25 04:20:35.820754,False,22.7010021,90.35345110000002
6761,"East Azerbaijan, Iran",No,High Cost,95.0,iris1,3298.0,Yuvraj,2021-02-25 04:20:36.275019,2021-02-25 04:20:36.275122,False,37.9035733,46.2682109
6762,"Chahar Mahall va Bakhtiari, Iran",No,High Cost,95.0,iris1,3299.0,Yuvraj,2021-02-25 04:20:36.767665,2021-02-25 04:20:36.767739,False,31.9970419,50.66138489999999
6763,"Yazd, Iran",No,High Cost,95.0,iris1,3300.0,Yuvraj,2021-02-25 04:20:37.289170,2021-02-25 04:20:37.289265,False,31.8974232,54.3568562
6539,"Fars, Iran",No,High Cost,95.0,Yuvraj,3137.0,saraswathis,2021-02-17 11:59:16.449167,2021-03-10 06:26:32.503181,False,29.1043813,53.045893
6764,"Zanjan, Iran",No,High Cost,95.0,iris1,3301.0,Yuvraj,2021-02-25 04:20:37.564742,2021-02-25 04:20:37.564811,False,36.6830045,48.5087209
6696,"Rajshahi, Bangladesh",Yes,Low Cost,85.0,Yuvraj,3233.0,Yuvraj,2021-02-24 05:47:34.287615,2021-06-14 13:22:31.919336,False,24.3745146,88.60416599999999
6727,"Tonopah, Nevada Area, United States",No,High Cost,20.0,iris1,328.0,saraswathis,2021-02-24 07:28:10.644654,2021-02-24 07:28:10.644722,False,38.069211,-117.2305861
6728,"Paracatu Area, Brazil",Yes,Low Cost,3.0,iris1,14.0,saraswathis,2021-02-24 07:28:10.767584,2021-02-24 07:28:10.767652,False,-17.2175165,-46.87227799999999
6729,"Chukot, Russia",Yes,Low Cost,58.0,iris1,3264.0,saraswathis,2021-02-24 07:28:10.926142,2021-02-24 07:28:10.926219,False,65.6298355,171.6952159
6666,"Loreto Ares, Mexico",Yes,Low Cost,12.0,saraswathis,3200.0,Yuvraj,2021-02-24 04:55:40.464543,2021-02-25 11:48:36.961149,False,26.0138597,-111.3396707
6698,"Mymensingh, Bangladesh",Yes,Low Cost,85.0,Yuvraj,544.0,Yuvraj,2021-02-24 05:47:34.632717,2021-02-25 04:20:34.387221,False,24.7471492,90.4202734
10856,"Betsiboka, Madagascar",Yes,Low Cost,124.0,iris1,5941.0,Yuvraj,2021-06-16 14:05:10.661467,2021-06-16 14:05:10.661516,False,-17.5307031,47.32644080000001
6765,"Qazvin, Iran",No,High Cost,95.0,iris1,3302.0,Yuvraj,2021-02-25 04:20:37.842232,2021-02-25 04:20:37.842302,False,36.2736589,49.998236
6766,"Qom, Iran",No,High Cost,95.0,iris1,3303.0,Yuvraj,2021-02-25 04:20:38.243040,2021-02-25 04:20:38.243153,False,34.6415764,50.8746035
6767,"Kermanshah, Iran",No,High Cost,95.0,iris1,3304.0,Yuvraj,2021-02-25 04:20:38.649173,2021-02-25 04:20:38.649280,False,34.3276924,47.0777685
6768,"Sistan va Baluchestan, Iran",No,High Cost,95.0,iris1,3305.0,Yuvraj,2021-02-25 04:20:39.062806,2021-02-25 04:20:39.062884,False,27.5299906,60.58206759999999
6769,"Hormozgan, Iran",No,High Cost,95.0,iris1,3306.0,Yuvraj,2021-02-25 04:20:39.536254,2021-02-25 04:20:39.536322,False,27.138723,55.1375834
6773,"South Khorasan Province, Iran",No,High Cost,95.0,iris1,3310.0,Yuvraj,2021-02-25 04:20:41.759600,2021-02-25 04:20:41.759667,False,32.5175643,59.1041758
6774,"North Khorasan Province, Iran",No,High Cost,95.0,iris1,3311.0,Yuvraj,2021-02-25 04:20:42.916499,2021-02-25 04:20:42.916601,False,37.4710353,57.10131879999999
6775,"Ilam, Iran",No,High Cost,95.0,iris1,3312.0,Yuvraj,2021-02-25 04:20:43.546520,2021-02-25 04:20:43.546587,False,33.6349736,46.415281
6537,"Hamadan, Iran",No,High Cost,95.0,Yuvraj,3135.0,saraswathis,2021-02-17 11:59:16.102820,2021-03-10 06:26:32.805044,False,34.7988575,48.5150225
6530,"Campeche Area, Mexico",Yes,Low Cost,12.0,saraswathis,3132.0,saraswathis,2021-02-17 11:59:13.362832,2021-03-02 11:31:45.884609,False,19.8301251,-90.5349087
6771,"Ardabil, Iran",No,High Cost,95.0,Yuvraj,3308.0,Yuvraj,2021-02-25 04:20:40.111246,2021-03-10 06:26:33.303668,False,38.2537363,48.2999901
6538,"Semnan, Iran",No,High Cost,95.0,Yuvraj,3136.0,saraswathis,2021-02-17 11:59:16.270722,2021-03-10 06:26:37.048142,False,35.2255585,54.4342138
6772,"Lorestan, Iran",No,High Cost,95.0,Yuvraj,3309.0,Yuvraj,2021-02-25 04:20:40.532801,2021-03-10 06:26:35.141575,False,33.5818394,48.3988186
6661,"Colima Area, Mexico",Yes,Low Cost,12.0,saraswathis,3198.0,Yuvraj,2021-02-24 04:55:36.292867,2021-03-11 12:04:51.673377,False,19.2452342,-103.7240868
6669,"Temixco Area, Mexico",Yes,Low Cost,12.0,saraswathis,3201.0,Yuvraj,2021-02-24 04:55:42.418505,2021-03-11 12:04:56.187988,False,18.8593026,-99.2393666
8113,"Polvamaa, Estonia",Yes,Low Cost,34.0,iris1,4319.0,saraswathis,2021-04-20 05:52:25.859322,2021-04-20 05:52:25.859388,False,58.067018,27.0738741
